,Release Date,Movie,Budget,Domestic Gross,Worldwide Gross
3,"Jul 22, 2005",The Island,"$120,000,000","$35,818,913","$163,018,913"
4,"Dec 17, 2010",How Do You Know?,"$120,000,000","$30,212,620","$49,628,177"
5,"Jun 23, 2010",Knight and Day,"$117,000,000","$76,423,035","$258,751,370"
6,"Oct 5, 2018",Venom,"$116,000,000","$213,511,408","$853,628,605"
7,"May 19, 1999",Star Wars Ep. I: The Phantom Menace,"$115,000,000","$474,544,677","$1,027,044,677"
8,"May 19, 2005",Star Wars Ep. III: Revenge of the Sith,"$115,000,000","$380,270,577","$848,998,877"
9,"May 16, 2002",Star Wars Ep. II: Attack of the Clones,"$115,000,000","$310,676,740","$656,695,615"
10,"Nov 2, 2001","Monsters, Inc.","$115,000,000","$289,423,425","$559,757,719"
11,"Jul 26, 2013",The Wolverine,"$115,000,000","$132,556,852","$416,456,852"
12,"Feb 7, 1997",Dante's Peak,"$115,000,000","$67,163,857","$178,200,000"
13,"Apr 22, 2016",The Huntsman: Winterâs War,"$115,000,000","$48,003,015","$165,149,302"
14,"Jun 14, 2002",Windtalkers,"$115,000,000","$40,914,068","$77,628,265"
15,"Jul 4, 2008",AstÃ©rix aux Jeux Olympiques,"$113,500,000","$999,811","$132,999,811"
16,"Dec 25, 2010",Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848"
17,"Dec 15, 2017",Ferdinand,"$111,000,000","$84,410,380","$289,843,038"
18,"May 18, 2018",Deadpool 2,"$110,000,000","$324,591,735","$786,680,557"
19,"Oct 4, 2013",Gravity,"$110,000,000","$274,092,705","$693,698,673"
20,"Dec 22, 2006",Night at the Museum,"$110,000,000","$250,863,268","$579,446,407"
21,"Jun 10, 2005",Mr. and Mrs. Smith,"$110,000,000","$186,336,279","$486,124,090"
22,"May 29, 2015",San Andreas,"$110,000,000","$155,190,832","$456,258,539"
23,"Jul 29, 2011",The Smurfs,"$110,000,000","$142,614,158","$563,749,323"
24,"Jun 27, 2007",Live Free or Die Hard,"$110,000,000","$134,529,403","$382,288,147"
25,"Mar 20, 2015",The Divergent Series: Insurgent,"$110,000,000","$130,179,072","$295,075,882"
26,"Dec 10, 2004",Ocean's Twelve,"$110,000,000","$125,531,634","$362,989,076"
27,"Dec 19, 1997",Tomorrow Never Dies,"$110,000,000","$125,304,276","$339,504,276"
28,"Jun 28, 2000",The Patriot,"$110,000,000","$113,330,342","$215,300,000"
29,"Mar 7, 2014",300: Rise of an Empire,"$110,000,000","$106,580,051","$330,780,051"
30,"Dec 17, 2004",The Aviator,"$110,000,000","$102,608,827","$208,370,892"
31,"Dec 21, 2016",Passengers,"$110,000,000","$100,014,699","$302,239,672"
32,"Jan 14, 2011",The Green Hornet,"$110,000,000","$98,780,042","$229,155,503"
33,"Sep 30, 2016",Miss Peregrineâs Home for Peculiar Children,"$110,000,000","$87,242,834","$295,986,876"
34,"Oct 7, 2011",Real Steel,"$110,000,000","$85,463,309","$263,880,341"
35,"Jun 14, 2019",Men in Black: International,"$110,000,000","$78,830,589","$250,535,120"
36,"Jun 11, 2010",The A-Team,"$110,000,000","$77,222,099","$177,241,171"
37,"Jul 31, 2013",The Smurfs 2,"$110,000,000","$71,017,784","$348,547,523"
38,"Mar 18, 2016",The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517"
39,"Jun 12, 2009",The Taking of Pelham 123,"$110,000,000","$65,452,312","$152,364,370"
40,"Nov 1, 2013",Ender's Game,"$110,000,000","$61,737,191","$127,983,283"
41,"Apr 2, 2004",Home on the Range,"$110,000,000","$50,026,353","$76,482,461"
42,"Jun 13, 1997",Speed 2: Cruise Control,"$110,000,000","$48,097,081","$150,468,000"
43,"May 6, 2005",Kingdom of Heaven,"$110,000,000","$47,398,413","$218,853,353"
44,"Mar 31, 2017",Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690"
45,"Jun 16, 2004",Around the World in 80 Days,"$110,000,000","$24,004,159","$72,004,159"
46,"Dec 19, 2001",The Lord of the Rings: The Fellowship of the Ring,"$109,000,000","$315,544,750","$887,210,985"
47,"Nov 21, 2003",The Cat in the Hat,"$109,000,000","$101,018,283","$133,818,283"
48,"Dec 25, 2001",Ali,"$109,000,000","$58,183,966","$87,683,966"
49,"Oct 2, 2015",The Martian,"$108,000,000","$228,433,663","$655,271,443"
50,"Nov 23, 2016",Allied,"$106,000,000","$40,098,064","$119,266,661"
51,"Jul 16, 2004","I, Robot","$105,000,000","$144,801,023","$348,629,585"
52,"Dec 17, 1999",Stuart Little,"$105,000,000","$140,015,224","$298,815,224"
53,"Nov 25, 2009",The Princess and the Frog,"$105,000,000","$104,400,899","$270,997,378"
54,"Mar 7, 2008","10,000 B.C.","$105,000,000","$94,784,201","$269,065,678"
55,"Jul 22, 2016",Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682"
56,"Apr 27, 2001",Town & Country,"$105,000,000","$6,712,451","$10,364,769"
57,"Sep 22, 2017",Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696"
58,"Jun 9, 2000",Gone in 60 Seconds,"$103,300,000","$101,643,008","$232,643,008"
59,"May 5, 2000",Gladiator,"$103,000,000","$187,683,805","$457,683,805"
60,"May 23, 2013",The Hangover 3,"$103,000,000","$112,200,072","$362,000,072"
61,"Mar 9, 2018",A Wrinkle in Time,"$103,000,000","$100,478,608","$133,401,882"
62,"Jul 1, 2009",Public Enemies,"$102,500,000","$97,104,620","$212,282,709"
63,"Nov 17, 2006",Casino Royale,"$102,000,000","$167,365,000","$594,420,283"
64,"Jun 21, 2002",Minority Report,"$102,000,000","$132,024,714","$358,824,714"
65,"Dec 21, 2018",Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
66,"Oct 26, 2012",Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154"
67,"Nov 15, 2002",Harry Potter and the Chamber of Secrets,"$100,000,000","$262,233,381","$879,225,135"
68,"Jul 2, 1991",Terminator 2: Judgment Day,"$100,000,000","$203,464,105","$515,419,827"
69,"Jun 16, 1995",Batman Forever,"$100,000,000","$184,031,112","$336,529,144"
70,"Jul 27, 2001",Planet of the Apes,"$100,000,000","$180,011,740","$362,211,740"
71,"Nov 19, 2004",National Treasure,"$100,000,000","$173,005,002","$331,323,410"
72,"Dec 25, 2012",Django Unchained,"$100,000,000","$162,805,434","$449,948,323"
73,"Dec 22, 2010",Little Fockers,"$100,000,000","$148,438,600","$310,650,574"
74,"Jul 15, 1994",True Lies,"$100,000,000","$146,282,411","$365,300,000"
75,"Nov 2, 2007",American Gangster,"$100,000,000","$130,164,645","$267,985,456"
76,"Sep 18, 2009",Cloudy with a Chance of Meatballs,"$100,000,000","$124,870,275","$236,827,677"
77,"Aug 6, 2010",The Other Guys,"$100,000,000","$119,219,978","$170,936,470"
78,"Dec 17, 2004",Lemony Snicket's A Series of Unfortunate Events,"$100,000,000","$118,627,117","$212,956,024"
79,"Dec 25, 2013",The Wolf of Wall Street,"$100,000,000","$116,900,694","$389,870,414"
80,"May 24, 2013",Epic,"$100,000,000","$107,518,682","$262,794,441"
81,"Jun 21, 1996",Eraser,"$100,000,000","$101,295,562","$234,400,000"
82,"Jun 21, 1996",The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000"
83,"Dec 15, 2000",The Emperor's New Groove,"$100,000,000","$89,296,573","$169,296,573"
84,"Aug 17, 2012",The Expendables 2,"$100,000,000","$85,028,192","$311,979,256"
85,"Oct 16, 2009",Where the Wild Things Are,"$100,000,000","$77,233,467","$99,123,656"
86,"Dec 15, 2006",Eragon,"$100,000,000","$75,030,163","$249,488,115"
87,"Jul 25, 2014",Hercules,"$100,000,000","$72,688,614","$243,388,614"
88,"Dec 10, 2010",The Tourist,"$100,000,000","$67,631,157","$278,731,369"
89,"Nov 24, 1999",End of Days,"$100,000,000","$66,889,043","$212,026,975"
90,"Jun 11, 2004",The Stepford Wives,"$100,000,000","$59,475,623","$96,221,971"
91,"Jun 8, 2007",Surf's Up,"$100,000,000","$58,867,694","$145,395,745"
92,"Dec 8, 2006",Blood Diamond,"$100,000,000","$57,377,916","$171,377,916"
93,"Sep 24, 2010",Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$55,675,313","$139,716,717"
94,"Nov 7, 1997",Starship Troopers,"$100,000,000","$54,768,952","$121,100,000"
95,"Jun 5, 2009",Land of the Lost,"$100,000,000","$49,438,370","$69,548,641"
96,"Dec 25, 2003",Peter Pan,"$100,000,000","$48,417,850","$95,255,485"
97,"Mar 15, 2019",Wonder Park,"$100,000,000","$45,216,793","$115,130,648"
98,"Jul 23, 2004",Catwoman,"$100,000,000","$40,202,379","$82,145,379"
99,"Aug 15, 2014",The Expendables 3,"$100,000,000","$39,322,544","$209,461,378"
100,"Nov 27, 2002",Treasure Planet,"$100,000,000","$38,120,554","$91,800,000"
1,"Mar 12, 2010",Green Zone,"$100,000,000","$35,497,337","$97,523,020"
2,"Oct 20, 2017",Geostorm,"$100,000,000","$33,700,160","$220,796,009"
3,"Dec 25, 2015",Point Break,"$100,000,000","$28,782,481","$126,704,591"
4,"Dec 11, 2015",In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
5,"Apr 18, 2014",Transcendence,"$100,000,000","$23,022,309","$103,039,258"
6,"Feb 18, 2005",Son of the Mask,"$100,000,000","$17,018,422","$59,918,422"
7,"Dec 14, 2018",Mortal Engines,"$100,000,000","$15,951,040","$85,287,417"
8,"Aug 16, 2002",The Adventures of Pluto Nash,"$100,000,000","$4,411,102","$7,094,995"
9,"Jan 20, 2012",Jin lÃ­ng shÃ­ san chai,"$100,000,000","$311,434","$98,227,017"
10,"Nov 6, 2015",The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
11,"Feb 8, 2019",The LEGO Movie 2: The Second Part,"$99,000,000","$105,806,508","$190,209,817"
12,"Nov 21, 2018",Robin Hood,"$99,000,000","$30,824,628","$84,747,441"
13,"May 4, 2001",The Mummy Returns,"$98,000,000","$202,007,640","$435,040,395"
14,"Dec 20, 2002",Gangs of New York,"$97,000,000","$77,730,500","$183,124,621"
15,"May 19, 2017",Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
16,"Mar 13, 2015",Cinderella,"$95,000,000","$201,151,353","$534,551,353"
17,"Jul 13, 2012",Ice Age: Continental Drift,"$95,000,000","$161,321,843","$879,765,137"
18,"Dec 28, 2001",Black Hawk Down,"$95,000,000","$108,638,745","$159,691,085"
19,"May 27, 2010",Sex and the City 2,"$95,000,000","$95,347,692","$294,680,778"
20,"Feb 12, 2010",Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000","$88,768,303","$223,050,874"
21,"Aug 10, 2012",The Campaign,"$95,000,000","$86,907,746","$104,907,746"
22,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
23,"May 9, 1997",The Fifth Element,"$95,000,000","$63,570,862","$263,898,761"
24,"Mar 31, 2000",The Road to El Dorado,"$95,000,000","$50,802,661","$65,700,000"
25,"Dec 11, 2009",The Lovely Bones,"$95,000,000","$44,114,232","$94,894,448"
26,"Aug 19, 2016",Ben-Hur,"$95,000,000","$26,410,477","$91,669,648"
27,"Feb 6, 2015",Seventh Son,"$95,000,000","$17,725,785","$108,874,967"
28,"May 30, 2003",Finding Nemo,"$94,000,000","$380,529,370","$936,429,370"
29,"Dec 17, 2003",The Lord of the Rings: The Return of the King,"$94,000,000","$377,845,905","$1,141,403,341"
30,"Dec 18, 2002",The Lord of the Rings: The Two Towers,"$94,000,000","$342,548,984","$934,699,645"
31,"Jun 15, 2001",Lara Croft: Tomb Raider,"$94,000,000","$131,144,183","$273,330,185"
32,"Feb 13, 2015",Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724"
33,"Jul 18, 2001",Jurassic Park III,"$93,000,000","$181,166,115","$365,900,000"
34,"Aug 5, 2011",Rise of the Planet of the Apes,"$93,000,000","$176,760,185","$470,986,200"
35,"Feb 14, 2008",The Spiderwick Chronicles,"$92,500,000","$71,195,053","$162,839,667"
36,"Nov 5, 2004",The Incredibles,"$92,000,000","$261,441,092","$614,726,752"
37,"Feb 14, 2013",A Good Day to Die Hard,"$92,000,000","$67,349,198","$304,249,198"
38,"Apr 9, 2004",The Alamo,"$92,000,000","$22,406,362","$23,911,362"
39,"Dec 22, 1995",Cutthroat Island,"$92,000,000","$10,017,322","$18,517,322"
40,"Dec 25, 2013",The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
41,"Dec 20, 2017",Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193"
42,"Jul 1, 1997",Men in Black,"$90,000,000","$250,690,539","$587,790,539"
43,"Nov 19, 1999",Toy Story 2,"$90,000,000","$245,852,179","$511,358,276"
44,"Aug 3, 2001",Rush Hour 2,"$90,000,000","$226,164,286","$347,425,832"
45,"Dec 25, 2009",Sherlock Holmes,"$90,000,000","$209,028,679","$498,438,212"
46,"Jul 1, 2009",Ice Age: Dawn of the Dinosaurs,"$90,000,000","$196,573,705","$859,701,857"
47,"Dec 14, 2018",Spider-Man: Into The Spider-Verse 3D,"$90,000,000","$190,173,195","$375,380,731"
48,"Jul 21, 2000",What Lies Beneath,"$90,000,000","$155,464,351","$288,693,989"
49,"Apr 15, 2011",Rio,"$90,000,000","$143,619,809","$487,519,809"
50,"Oct 6, 2006",The Departed,"$90,000,000","$132,384,315","$289,660,619"
51,"Nov 3, 2000",Charlie's Angels,"$90,000,000","$125,305,545","$259,736,090"
52,"Jun 19, 1998",Mulan,"$90,000,000","$120,620,254","$303,500,000"
53,"Aug 13, 2008",Tropic Thunder,"$90,000,000","$110,515,313","$191,145,256"
54,"Dec 20, 2011",The Girl with the Dragon Tattoo,"$90,000,000","$102,515,793","$239,373,970"
55,"Jul 11, 1997",Contact,"$90,000,000","$100,920,329","$165,900,000"
56,"Jun 6, 2008",You Don't Mess With the Zohan,"$90,000,000","$100,018,837","$202,910,991"
57,"May 19, 1995",Die Hard: With a Vengeance,"$90,000,000","$100,012,499","$366,101,666"
58,"Sep 23, 2016",The Magnificent Seven,"$90,000,000","$93,432,655","$162,525,156"
59,"Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
60,"Jun 8, 2001",Atlantis: The Lost Empire,"$90,000,000","$84,052,762","$186,049,020"
61,"Dec 25, 2008",Valkyrie,"$90,000,000","$83,107,829","$203,932,174"
62,"Jul 24, 2015",Pixels,"$90,000,000","$78,765,986","$244,041,804"
63,"Jun 29, 2001",Artificial Intelligence: AI,"$90,000,000","$78,616,689","$235,900,000"
64,"Nov 26, 2003",The Haunted Mansion,"$90,000,000","$75,817,994","$155,750,628"
65,"Aug 4, 2000",Hollow Man,"$90,000,000","$73,209,340","$191,200,000"
66,"Apr 22, 2005",The Interpreter,"$90,000,000","$72,708,161","$162,753,837"
67,"Aug 7, 2013",Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554","$200,859,554"
68,"Jul 25, 2003",Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000","$65,653,758","$157,092,943"
69,"Jun 10, 2016",Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
70,"Nov 21, 2001",Spy Game,"$90,000,000","$62,362,560","$143,049,560"
71,"Apr 4, 1997",The Saint,"$90,000,000","$61,363,304","$169,400,000"
72,"Mar 10, 2000",Mission to Mars,"$90,000,000","$60,874,615","$106,000,000"
73,"Mar 16, 2018",Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
74,"Dec 17, 1999",Bicentennial Man,"$90,000,000","$58,220,776","$87,420,776"
75,"Jul 7, 2004",King Arthur,"$90,000,000","$51,877,963","$203,877,963"
76,"Apr 25, 1997",Volcano,"$90,000,000","$47,546,796","$120,100,000"
77,"Mar 26, 1997",The Devil's Own,"$90,000,000","$42,885,593","$140,900,000"
78,"Jul 26, 2019",Once Upon a Timeâ¦in Hollywood,"$90,000,000","$41,082,018","$41,082,018"
79,"Jul 19, 2002",K-19: The Widowmaker,"$90,000,000","$35,168,966","$65,716,126"
80,"Aug 19, 2011",Conan the Barbarian,"$90,000,000","$21,295,021","$63,356,133"
81,"Oct 21, 2011",The Three Musketeers,"$90,000,000","$20,377,913","$139,877,913"
82,"Apr 21, 2017",The Promise,"$90,000,000","$8,224,288","$10,551,417"
83,"Nov 24, 2010",The Nutcracker in 3D,"$90,000,000","$195,459","$20,466,016"
84,"Dec 13, 2017",Bright,"$90,000,000",$0,$0
85,"Dec 31, 2019",Army of the Dead,"$90,000,000",$0,$0
86,"May 10, 1996",Twister,"$88,000,000","$241,688,385","$495,700,000"
87,"Jun 3, 2005",Cinderella Man,"$88,000,000","$61,649,911","$105,021,488"
88,"Sep 14, 2018",The Predator,"$88,000,000","$51,024,708","$159,487,563"
89,"Jul 8, 2005",Fantastic Four,"$87,500,000","$154,696,080","$333,132,750"
90,"Feb 9, 2001",Hannibal,"$87,000,000","$165,092,266","$350,100,280"
91,"Jul 25, 2003",Seabiscuit,"$86,000,000","$120,277,854","$148,715,342"
92,"Dec 22, 2000",Cast Away,"$85,000,000","$233,632,142","$427,230,516"
93,"Nov 17, 2006",Happy Feet,"$85,000,000","$198,000,317","$385,000,317"
94,"Dec 7, 2001",Ocean's Eleven,"$85,000,000","$183,417,150","$450,728,529"
95,"Jul 23, 2004",The Bourne Supremacy,"$85,000,000","$176,087,450","$311,001,124"
96,"Jul 25, 1997",Air Force One,"$85,000,000","$172,956,409","$315,268,353"
97,"Apr 3, 2009",Fast & Furious,"$85,000,000","$155,064,265","$363,064,265"
98,"Mar 14, 2008",Horton Hears a Who,"$85,000,000","$154,529,439","$299,477,886"
99,"Mar 21, 2014",Divergent,"$85,000,000","$150,947,895","$276,014,965"
100,"Sep 28, 2012",Hotel Transylvania,"$85,000,000","$148,313,048","$378,505,812"
1,"Apr 5, 2019",Shazam!,"$85,000,000","$140,371,656","$363,664,533"
2,"Nov 21, 2007",Enchanted,"$85,000,000","$127,706,877","$340,384,141"
3,"Feb 10, 2012",Safe House,"$85,000,000","$126,181,630","$208,542,162"
4,"Jul 20, 2007",I Now Pronounce You Chuck and Larry,"$85,000,000","$119,725,280","$185,708,462"
5,"Jun 8, 2007",Ocean's Thirteen,"$85,000,000","$117,144,465","$311,744,465"
6,"Dec 25, 2009",Itâs Complicated,"$85,000,000","$112,735,375","$224,614,744"
7,"Nov 20, 1998",Enemy of the State,"$85,000,000","$111,549,836","$250,649,836"
8,"Sep 29, 2006",Open Season,"$85,000,000","$85,105,259","$191,932,158"
9,"Nov 4, 2011",Tower Heist,"$85,000,000","$78,046,570","$150,422,946"
10,"Nov 22, 2000",102 Dalmatians,"$85,000,000","$66,941,559","$66,941,559"
11,"Mar 30, 2012",Mirror Mirror,"$85,000,000","$64,935,167","$173,613,482"
12,"Dec 8, 2006",The Holiday,"$85,000,000","$63,280,000","$205,190,324"
13,"Jun 16, 2006",The Fast and the Furious: Tokyo Drift,"$85,000,000","$62,615,510","$157,794,205"
14,"Dec 9, 2005",Memoirs of a Geisha,"$85,000,000","$57,010,853","$161,510,853"
15,"Mar 16, 2001",Enemy at the Gates,"$85,000,000","$51,396,781","$96,971,293"
16,"Jun 18, 1993",Last Action Hero,"$85,000,000","$50,016,394","$137,298,489"
17,"Sep 26, 2003",The Rundown,"$85,000,000","$47,641,743","$80,831,893"
18,"Nov 23, 2011",Arthur Christmas,"$85,000,000","$46,462,469","$149,717,124"
19,"Jan 20, 2017",xXx: Return of Xander Cage,"$85,000,000","$44,898,413","$345,033,359"
20,"Nov 13, 1998",Meet Joe Black,"$85,000,000","$44,650,003","$44,650,003"
21,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$43,585,753","$113,026,383"
22,"Feb 8, 2002",Collateral Damage,"$85,000,000","$40,048,332","$78,353,508"
23,"Mar 15, 2002",Showtime,"$85,000,000","$37,948,765","$78,948,765"
24,"Jun 30, 1995",Judge Dredd,"$85,000,000","$34,687,912","$113,487,912"
25,"Mar 2, 2007",Zodiac,"$85,000,000","$33,080,084","$83,080,084"
26,"Aug 13, 2010",Scott Pilgrim vs. The World,"$85,000,000","$31,611,316","$48,056,764"
27,"Mar 28, 2003",The Core,"$85,000,000","$31,111,260","$74,120,792"
28,"May 9, 1997",Father's Day,"$85,000,000","$28,681,080","$35,681,080"
29,"Dec 20, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
30,"Jun 14, 2002",Scooby-Doo,"$84,000,000","$153,294,164","$276,294,164"
31,"Jul 28, 2000",Nutty Professor II: The Klumps,"$84,000,000","$123,307,945","$166,307,945"
32,"Jul 19, 2013",RED 2,"$84,000,000","$53,262,560","$141,507,355"
33,"Jun 23, 2006",Click,"$82,500,000","$137,355,633","$237,685,089"
34,"Dec 15, 2006",Charlotte's Web,"$82,500,000","$82,985,708","$143,985,708"
35,"Feb 14, 2008",Jumper,"$82,500,000","$80,172,128","$222,640,812"
36,"Jul 11, 2008",Hellboy II: The Golden Army,"$82,500,000","$75,986,503","$160,388,063"
37,"May 27, 2005",The Longest Yard,"$82,000,000","$158,119,460","$191,558,505"
38,"Aug 13, 2010",The Expendables,"$82,000,000","$103,068,524","$268,268,174"
39,"Nov 17, 2000",The 6th Day,"$82,000,000","$34,543,701","$96,024,898"
40,"Feb 21, 2020",Call of the Wild,"$82,000,000",$0,$0
41,"May 23, 2003",Bruce Almighty,"$81,000,000","$242,704,995","$484,468,608"
42,"Mar 23, 2012",The Hunger Games,"$80,000,000","$408,010,692","$677,923,379"
43,"May 26, 2011",The Hangover Part II,"$80,000,000","$254,464,305","$586,464,305"
44,"May 21, 1996",Mission: Impossible,"$80,000,000","$180,981,886","$457,697,994"
45,"Feb 10, 2017",The Lego Batman Movie,"$80,000,000","$175,750,384","$310,660,018"
46,"Sep 25, 2015",Hotel Transylvania 2,"$80,000,000","$169,700,110","$469,500,298"
47,"Jun 18, 1992",Batman Returns,"$80,000,000","$162,833,635","$266,824,291"
48,"May 7, 1999",The Mummy,"$80,000,000","$155,385,488","$416,385,488"
49,"May 19, 2006",Over the Hedge,"$80,000,000","$155,019,340","$343,397,247"
50,"Jun 7, 2019",The Secret Life of Pets 2,"$80,000,000","$153,728,180","$332,028,180"
51,"Jun 21, 2002",Lilo & Stitch,"$80,000,000","$145,771,527","$245,800,000"
52,"May 8, 1998",Deep Impact,"$80,000,000","$140,464,664","$349,464,664"
53,"Jul 12, 2013",Grown Ups 2,"$80,000,000","$133,668,525","$247,023,808"
54,"Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,"$80,000,000","$133,107,389","$349,088,523"
55,"Jun 20, 2008",Get Smart,"$80,000,000","$130,319,208","$226,739,416"
56,"Mar 11, 2005",Robots,"$80,000,000","$128,200,012","$260,700,012"
57,"Feb 19, 2010",Shutter Island,"$80,000,000","$128,012,934","$299,461,782"
58,"Dec 12, 2003",Something's Gotta Give,"$80,000,000","$124,685,242","$266,685,242"
59,"Nov 26, 2008",Four Christmases,"$80,000,000","$120,146,040","$168,311,558"
60,"Jun 27, 1997",Face/Off,"$80,000,000","$112,276,146","$241,200,000"
61,"Dec 25, 2008",Bedtime Stories,"$80,000,000","$110,101,975","$221,468,935"
62,"Jul 12, 2002",Road to Perdition,"$80,000,000","$104,054,514","$183,354,514"
63,"Feb 11, 2011",Just Go With It,"$80,000,000","$103,028,109","$214,974,953"
64,"Feb 14, 2003",Daredevil,"$80,000,000","$102,543,518","$182,782,518"
65,"Sep 26, 2008",Eagle Eye,"$80,000,000","$101,440,743","$180,585,259"
66,"Jun 6, 1997",Con Air,"$80,000,000","$101,117,573","$224,117,573"
67,"Dec 17, 2010",Yogi Bear,"$80,000,000","$100,246,011","$204,774,690"
68,"Dec 25, 2003",Cold Mountain,"$80,000,000","$95,632,614","$165,173,909"
69,"Jan 15, 2010",The Book of Eli,"$80,000,000","$94,835,059","$158,750,817"
70,"Nov 26, 1997",Flubber,"$80,000,000","$92,993,801","$177,993,801"
71,"Jul 23, 1999",The Haunting,"$80,000,000","$91,188,905","$180,188,905"
72,"Nov 15, 1996",Space Jam,"$80,000,000","$90,463,534","$250,200,000"
73,"Oct 17, 2014",Fury,"$80,000,000","$85,817,906","$210,315,681"
74,"Sep 28, 2018",Smallfoot,"$80,000,000","$83,240,103","$213,686,569"
75,"Feb 10, 2006",The Pink Panther,"$80,000,000","$82,226,474","$158,926,474"
76,"Jul 8, 2011",Zookeeper,"$80,000,000","$80,360,866","$170,805,525"
77,"Dec 12, 2008",The Day the Earth Stood Still,"$80,000,000","$79,366,978","$237,370,350"
78,"Aug 8, 1997",Conspiracy Theory,"$80,000,000","$76,118,990","$142,783,718"
79,"Jun 12, 1998","Six Days, Seven Nights","$80,000,000","$74,339,294","$164,800,000"
80,"May 24, 2002",Spirit: Stallion of the Cimarron,"$80,000,000","$73,215,310","$106,515,310"
81,"Jun 8, 2001",Swordfish,"$80,000,000","$69,772,969","$147,080,413"
82,"Dec 31, 1999",Fantasia 2000 (Theatrical Release),"$80,000,000","$69,610,858","$69,618,634"
83,"Apr 3, 1998",Lost In Space,"$80,000,000","$69,117,629","$136,047,317"
84,"Jul 30, 2004",The Manchurian Candidate,"$80,000,000","$65,948,711","$96,148,711"
85,"Nov 22, 2006",DÃ©jÃ Vu,"$80,000,000","$64,038,616","$181,038,616"
86,"Jun 24, 2005",Bewitched,"$80,000,000","$63,313,159","$131,159,306"
87,"Mar 8, 2002",The Time Machine,"$80,000,000","$56,684,819","$98,983,590"
88,"Oct 2, 1998",What Dreams May Come,"$80,000,000","$55,485,043","$71,485,043"
89,"Dec 25, 1998",Mighty Joe Young,"$80,000,000","$50,632,037","$50,632,037"
90,"Oct 28, 2005",The Legend of Zorro,"$80,000,000","$45,575,336","$141,475,336"
91,"Nov 10, 2000",Little Nicky,"$80,000,000","$39,442,871","$58,270,391"
92,"Sep 25, 2009",Surrogates,"$80,000,000","$38,577,772","$119,668,350"
93,"Jun 8, 2001",Evolution,"$80,000,000","$38,311,134","$98,341,932"
94,"Aug 26, 2005",The Brothers Grimm,"$80,000,000","$37,899,638","$105,299,638"
95,"Dec 13, 1996",Mars Attacks!,"$80,000,000","$37,771,017","$101,371,017"
96,"Apr 14, 2006",The Wild,"$80,000,000","$37,384,046","$99,010,667"
97,"Dec 20, 2013",Walking with Dinosaurs,"$80,000,000","$36,076,121","$123,368,842"
98,"Dec 22, 2000",Thirteen Days,"$80,000,000","$34,566,746","$66,554,547"
99,"Dec 6, 1996",Daylight,"$80,000,000","$32,908,290","$158,908,290"
100,"Oct 23, 2015",The Last Witch Hunter,"$80,000,000","$27,367,660","$130,818,912"
1,"Feb 21, 2014",Pompeii,"$80,000,000","$23,169,033","$108,469,033"
2,"May 12, 2000",Battlefield Earth: A Saga of the Year 3000,"$80,000,000","$21,471,685","$29,725,663"
3,"Nov 14, 2003",Looney Tunes: Back in Action,"$80,000,000","$20,950,820","$54,540,662"
4,"Dec 18, 2009",Nine,"$80,000,000","$19,676,965","$53,508,858"
5,"Nov 26, 2003",Timeline,"$80,000,000","$19,480,739","$26,703,184"
6,"Apr 22, 2010",Oceans,"$80,000,000","$19,422,319","$86,787,530"
7,"Nov 25, 1998",Babe: Pig in the City,"$80,000,000","$18,319,860","$69,131,860"
8,"Dec 25, 1997",The Postman,"$80,000,000","$17,650,704","$20,841,123"
9,"Nov 10, 2000",Red Planet,"$80,000,000","$17,480,890","$33,463,969"
10,"Jan 12, 2007",Arthur et les Minimoys,"$80,000,000","$15,132,763","$113,325,743"
11,"Aug 17, 2007",The Invasion,"$80,000,000","$15,074,191","$40,147,042"
12,"Sep 2, 2005",A Sound of Thunder,"$80,000,000","$1,900,451","$6,300,451"
